date,followers_count,following_count,media_count,engagement_rate,average_likes,average_comments,comments_to_likes_ratio,weekly_posts
2024-11-25,8678403,1320,3367,1.371%,117920.2,1095.3,0.929%,1.00
2024-11-24,8678401,1322,3367,1.371%,117875.2,1093.8,0.928%,1.00
2024-11-23,8678273,1321,3367,1.370%,117826.3,1093.2,0.928%,1.00
2024-11-22,8678252,1318,3367,1.370%,117766.1,1091.7,0.927%,1.00
2024-11-21,8678655,1317,3366,1.369%,117685.3,1090.3,0.926%,1.00
2024-11-20,8677565,1316,3366,1.368%,117587.9,1087.1,0.924%,1.00
2024-11-19,8678878,1315,3366,1.421%,122198.3,1132.6,0.927%,1.00
2024-11-18,8677287,1315,3365,1.420%,122084.3,1131.1,0.926%,0.00
2024-11-17,8676351,1317,3365,1.418%,121928.0,1129.4,0.926%,0.00
2024-11-16,8673501,1315,3365,1.417%,121753.3,1127.4,0.926%,0.00
2024-11-15,8673759,1316,3365,1.415%,121612.5,1126.0,0.926%,0.00
2024-11-14,8673597,1317,3365,1.414%,121497.5,1124.7,0.926%,0.00
2024-11-13,8673901,1316,3365,1.412%,121394.5,1120.8,0.923%,1.00
2024-11-12,8675402,1315,3365,1.411%,121256.5,1118.8,0.923%,2.00
2024-11-11,8676819,1312,3365,1.409%,121110.0,1115.8,0.921%,2.00
2024-11-10,8677775,1311,3365,1.406%,120936.9,1110.5,0.918%,3.00
2024-11-09,8678876,1308,3365,1.403%,120696.0,1105.7,0.916%,3.00
2024-11-08,8680583,1307,3365,1.396%,120125.2,1096.3,0.913%,3.00
2024-11-07,8682579,1307,3365,1.174%,101209.8,715.1,0.707%,3.00
2024-11-06,8687461,1305,3364,1.170%,100972.6,713.9,0.707%,2.00
2024-11-05,8704741,1305,3363,1.161%,100329.7,711.8,0.709%,1.00
2024-11-04,8711832,1305,3363,1.133%,98026.4,717.9,0.732%,1.00
2024-11-03,8716575,1305,3362,1.131%,97908.9,716.8,0.732%,1.00
2024-11-02,8718599,1302,3362,1.130%,97783.1,715.2,0.731%,2.00
2024-11-01,8718487,1301,3362,1.128%,97625.6,712.4,0.730%,2.00
2024-10-31,8719031,1301,3362,1.126%,97463.6,710.3,0.729%,3.00
2024-10-30,8723007,1301,3362,1.122%,97156.7,706.6,0.727%,3.00
2024-10-29,8723629,1299,3362,1.112%,96328.3,699.6,0.726%,3.00
2024-10-28,8725020,1296,3362,1.187%,102881.8,721.0,0.701%,3.00
2024-10-27,8726361,1295,3361,1.735%,150325.8,1038.8,0.691%,3.00
2024-10-26,8726142,1295,3360,1.729%,149825.3,1036.3,0.692%,2.00
2024-10-25,8727231,1294,3360,2.189%,189285.9,1718.5,0.908%,2.00
2024-10-24,8727649,1292,3359,2.187%,189138.9,1717.2,0.908%,1.00
2024-10-23,8728369,1290,3359,2.185%,189003.2,1716.7,0.908%,1.00
2024-10-22,8729972,1291,3359,2.182%,188768.8,1715.5,0.909%,1.00
2024-10-21,8730847,1291,3359,2.443%,211103.3,2169.4,1.028%,1.00
2024-10-20,8732832,1290,3357,2.441%,210967.3,2169.1,1.028%,1.00
2024-10-19,8730587,1289,3357,2.439%,210762.2,2167.9,1.029%,1.00
2024-10-18,8734982,1286,3357,2.436%,210589.2,2167.1,1.029%,2.00
2024-10-17,8735715,1286,3357,2.432%,210327.8,2165.9,1.030%,2.00
2024-10-16,8736844,1286,3357,2.427%,209867.8,2164.7,1.031%,2.00
2024-10-15,8737034,1286,3357,2.552%,220215.3,2760.9,1.254%,2.00
2024-10-14,8737673,1285,3357,2.548%,219846.6,2759.5,1.255%,2.00
2024-10-13,8738166,1285,3356,2.540%,219157.3,2756.3,1.258%,1.00
2024-10-12,8738776,1283,3356,2.875%,248270.8,2950.7,1.189%,1.00
2024-10-11,8739428,1281,3355,2.872%,248025.7,2949.0,1.189%,1.00
2024-10-10,8739940,1280,3355,2.868%,247681.3,2948.6,1.190%,1.00
2024-10-09,8740939,1280,3355,2.864%,247361.0,2947.9,1.192%,2.00
2024-10-08,8742212,1281,3355,2.859%,246959.3,2947.1,1.193%,2.00
2024-10-07,8742111,1280,3355,2.854%,246568.1,2945.7,1.195%,2.00
2024-10-06,8742639,1280,3355,2.846%,245835.7,2944.0,1.198%,2.00
2024-10-05,8741867,1279,3354,3.001%,259256.8,3053.6,1.178%,2.00
2024-10-04,8741992,1278,3353,2.975%,257047.3,3048.7,1.186%,1.00
2024-10-03,8740348,1275,3353,2.923%,252235.3,3250.2,1.289%,1.00
2024-10-02,8741605,1276,3352,2.922%,252176.8,3249.7,1.289%,1.00
2024-10-01,8746784,1276,3352,2.920%,252127.3,3248.8,1.289%,1.00
2024-09-30,8748580,1275,3352,2.918%,252056.0,3248.3,1.289%,2.00
2024-09-29,8749582,1275,3352,2.917%,251975.3,3247.6,1.289%,2.00
2024-09-28,8751230,1275,3352,2.915%,251847.3,3246.5,1.289%,2.00
2024-09-27,8752217,1274,3352,2.912%,251591.9,3242.9,1.289%,2.00
2024-09-26,8752783,1274,3352,2.978%,257344.3,3278.9,1.274%,4.00
2024-09-25,8755556,1273,3351,2.975%,257242.4,3278.4,1.274%,3.00
2024-09-24,8758319,1272,3353,3.063%,264928.1,3330.5,1.257%,3.00
2024-09-23,8759592,1271,3352,3.061%,264788.8,3329.1,1.257%,2.00
2024-09-22,8759909,1272,3352,3.056%,264406.4,3324.9,1.257%,2.00
2024-09-21,8760020,1272,3352,3.043%,263222.2,3305.5,1.256%,2.00
2024-09-20,8758444,1272,3352,3.256%,281759.8,3399.8,1.207%,2.00
2024-09-19,8756378,1271,3350,3.256%,281735.0,3399.6,1.207%,0.00
2024-09-18,8753655,1271,3350,3.257%,281720.0,3399.3,1.207%,0.00
2024-09-17,8752448,1270,3350,3.257%,281707.1,3399.2,1.207%,0.00
2024-09-16,8751405,1270,3350,3.258%,281687.0,3399.1,1.207%,0.00
2024-09-15,8751025,1270,3350,3.257%,281635.5,3398.9,1.207%,0.00
2024-09-14,8749623,1269,3350,3.256%,281521.9,3398.8,1.207%,0.00
2024-09-13,8747674,1269,3350,3.256%,281428.1,3398.8,1.208%,0.00
2024-09-12,8745819,1271,3349,3.255%,281299.0,3398.4,1.208%,0.00
2024-09-11,8742853,1269,3349,3.255%,281144.3,3398.0,1.209%,0.00
2024-09-10,8741640,1269,3349,3.254%,281025.2,3397.8,1.209%,0.00
2024-09-09,8738981,1271,3349,3.253%,280890.5,3397.9,1.210%,0.00
2024-09-08,8738007,1273,3349,3.251%,280716.5,3397.3,1.210%,0.00
2024-09-07,8736487,1271,3349,3.249%,280409.4,3396.5,1.211%,0.00
2024-09-06,8735733,1269,3349,3.245%,280044.9,3395.0,1.212%,0.00
2024-09-05,8731835,1267,3349,3.242%,279729.8,3394.3,1.213%,0.00
2024-09-04,8734729,1264,3349,3.239%,279503.4,3393.8,1.214%,0.00
2024-09-03,8732704,1265,3349,3.235%,279140.6,3392.8,1.215%,0.00
2024-09-02,8731428,1265,3349,3.232%,278771.8,3392.3,1.217%,0.00
2024-09-01,8728639,1265,3349,3.227%,278321.3,3390.7,1.218%,0.00
2024-08-31,8728368,1265,3349,3.224%,278033.8,3389.4,1.219%,1.00
2024-08-30,8728081,1265,3349,3.221%,277746.7,3387.4,1.220%,1.00
2024-08-29,8727195,1263,3349,3.218%,277454.2,3385.4,1.220%,1.00
2024-08-28,8729203,1263,3348,3.213%,277122.2,3383.0,1.221%,1.00
2024-08-27,8726661,1261,3348,3.206%,276407.3,3376.5,1.222%,1.00
2024-08-26,8725331,1261,3348,3.168%,273041.3,3345.2,1.225%,1.00
2024-08-25,8723436,1261,3348,3.164%,272630.3,3342.3,1.226%,2.00
2024-08-24,8719340,1258,3347,3.160%,272213.0,3340.8,1.227%,2.00
2024-08-23,8718990,1261,3347,3.154%,271637.3,3338.0,1.229%,3.00
2024-08-22,8718353,1260,3348,3.145%,270893.5,3330.8,1.230%,5.00
2024-08-21,8717756,1260,3348,3.131%,269636.6,3319.8,1.231%,7.00
2024-08-20,8718781,1261,3348,3.096%,266627.0,3299.3,1.237%,7.00
2024-08-19,8717355,1261,3348,2.272%,195675.5,2347.2,1.200%,8.00
2024-08-18,8714035,1262,3347,2.237%,192601.7,2331.5,1.211%,8.00
2024-08-17,8698254,1260,3346,2.016%,173901.8,1458.5,0.839%,7.00
2024-08-16,8684933,1257,3343,1.742%,149968.8,1283.3,0.856%,6.00
2024-08-15,8679145,1254,3341,1.578%,135870.9,1055.8,0.777%,5.00
2024-08-14,8680718,1253,3338,1.551%,133535.8,1084.3,0.812%,3.00
2024-08-13,8678888,1251,3338,1.582%,136208.6,1132.6,0.832%,3.00
2024-08-12,8679299,1251,3336,1.577%,135721.4,1128.8,0.832%,2.00
2024-08-11,8679651,1252,3334,1.563%,134524.6,1120.5,0.833%,2.00
2024-08-10,8680645,1252,3334,1.550%,133409.1,1174.8,0.881%,2.00
2024-08-09,8680855,1250,3334,1.547%,133161.2,1173.0,0.881%,3.00
2024-08-08,8681721,1250,3333,1.544%,132887.6,1171.7,0.882%,2.00
2024-08-07,8682720,1250,3332,1.539%,132460.9,1170.3,0.884%,2.00
2024-08-06,8684206,1252,3332,1.529%,131593.3,1166.0,0.886%,2.00
2024-08-05,8685838,1250,3331,1.547%,132708.4,1668.8,1.257%,3.00
2024-08-04,8687350,1251,3330,1.534%,131622.6,1664.8,1.265%,2.00
2024-08-03,8688605,1250,3330,1.543%,132018.7,2057.5,1.558%,2.00
2024-08-02,8689686,1250,3328,1.540%,131737.4,2052.8,1.558%,2.00
2024-08-01,8689748,1248,3328,1.534%,131285.9,2043.7,1.557%,2.00
2024-07-31,8690370,1247,3327,1.524%,130406.3,2028.0,1.555%,2.00
2024-07-30,8690749,1246,3327,1.518%,129762.3,2125.0,1.638%,4.00
2024-07-29,8697333,1245,3326,1.510%,129188.3,2122.1,1.643%,3.00
2024-07-28,8697513,1246,3326,1.497%,128100.5,2118.0,1.653%,3.00
2024-07-27,8697261,1245,3326,1.459%,124749.5,2123.0,1.702%,3.00
2024-07-26,8696571,1242,3324,1.444%,123504.6,2115.8,1.713%,3.00
2024-07-25,8692860,1243,3324,1.408%,120342.4,2095.3,1.741%,4.00
2024-07-24,8686092,1242,3324,1.304%,111282.1,2005.3,1.802%,4.00
2024-07-23,8688261,1241,3322,1.300%,110987.8,2001.8,1.804%,2.00
2024-07-22,8689545,1242,3322,1.294%,110477.8,1998.0,1.809%,2.00
2024-07-21,8691973,1243,3321,1.281%,109371.6,1989.9,1.819%,2.00
2024-07-20,8693695,1243,3321,1.223%,104394.3,1894.5,1.815%,3.00
2024-07-19,8696809,1242,3320,1.208%,103072.7,2010.8,1.951%,2.00
2024-07-18,8697868,1241,3320,1.207%,102934.0,2009.7,1.952%,2.00
2024-07-17,8698997,1241,3319,1.204%,102733.8,2007.8,1.954%,1.00
2024-07-16,8700806,1240,3318,1.201%,102485.6,2005.3,1.957%,1.00
2024-07-15,8702902,1240,3318,1.196%,102061.3,2005.8,1.965%,2.00
2024-07-14,8704767,1240,3318,1.360%,116142.3,2255.7,1.942%,2.00
2024-07-13,8705146,1239,3317,1.357%,115906.9,2252.8,1.944%,1.00
2024-07-12,8704929,1239,3317,1.354%,115575.6,2248.8,1.946%,1.00
2024-07-11,8705233,1237,3316,1.348%,115072.0,2244.8,1.951%,2.00
2024-07-10,8706011,1237,3315,1.339%,114312.4,2236.2,1.956%,3.00
2024-07-09,8706297,1237,3314,1.463%,125100.4,2298.3,1.837%,4.00
2024-07-08,8706951,1235,3313,1.457%,124535.7,2289.4,1.838%,3.00
2024-07-07,8707442,1236,3313,1.443%,123383.4,2273.4,1.843%,3.00
2024-07-06,8706945,1236,3313,1.422%,121539.3,2253.8,1.854%,4.00
2024-07-05,8706036,1235,3313,1.315%,112340.9,2158.2,1.921%,5.00
2024-07-04,8704559,1236,3312,1.403%,120422.8,1676.3,1.392%,5.00
2024-07-03,8703793,1234,3311,1.398%,120046.3,1670.2,1.391%,4.00
2024-07-02,8701684,1234,3310,1.389%,119195.8,1657.9,1.391%,3.00
2024-07-01,8703112,1234,3310,1.297%,111648.8,1252.4,1.122%,3.00
2024-06-30,8704265,1234,3310,1.284%,110547.3,1230.0,1.113%,4.00
2024-06-29,8704789,1233,3309,1.244%,107155.9,1135.1,1.059%,3.00
2024-06-28,8705743,1232,3308,1.226%,105574.8,1115.6,1.057%,2.00
2024-06-27,8706544,1233,3307,1.224%,105439.1,1113.1,1.056%,3.00
2024-06-26,8708033,1233,3307,1.222%,105280.8,1109.8,1.054%,3.00
2024-06-25,8709511,1232,3307,1.218%,105005.3,1107.6,1.055%,3.00
2024-06-24,8710652,1232,3307,1.210%,104230.8,1131.9,1.086%,4.00
2024-06-23,8711505,1232,3306,1.202%,103623.3,1128.1,1.089%,4.00
2024-06-22,8711859,1232,3306,1.183%,101912.2,1120.4,1.099%,4.00
2024-06-21,8713807,1231,3306,1.151%,99092.4,1197.6,1.209%,4.00
2024-06-20,8713704,1229,3304,1.148%,98806.4,1194.3,1.209%,2.00
2024-06-19,8712433,1229,3304,1.139%,98043.9,1185.7,1.209%,3.00
2024-06-18,8711009,1229,3305,1.044%,89958.9,1014.4,1.128%,3.00
2024-06-17,8709078,1229,3304,0.864%,74404.5,806.3,1.084%,2.00
2024-06-16,8707375,1227,3303,0.858%,73899.8,800.1,1.083%,1.00
2024-06-15,8707090,1227,3303,0.850%,73235.0,791.3,1.080%,1.00
2024-06-14,8707670,1226,3303,0.837%,72084.8,782.3,1.085%,1.00
2024-06-13,8707316,1224,3303,0.838%,71976.3,972.1,1.351%,2.00
2024-06-12,8707427,1224,3302,0.835%,71722.7,970.8,1.354%,1.00
2024-06-11,8707735,1224,3302,0.832%,71468.3,967.9,1.354%,1.00
2024-06-10,8708626,1223,3302,0.828%,71170.1,964.0,1.355%,2.00
2024-06-09,8709282,1224,3301,0.825%,70856.1,961.2,1.357%,4.00
2024-06-08,8709035,1223,3301,0.820%,70453.6,956.5,1.358%,4.00
2024-06-07,8709441,1221,3301,1.028%,88199.9,1299.3,1.473%,5.00
2024-06-06,8709942,1221,3301,1.021%,87608.6,1297.3,1.481%,4.00
2024-06-05,8710332,1223,3297,1.005%,86266.9,1288.2,1.493%,4.00
2024-06-04,8710761,1222,3297,1.195%,102363.8,1698.6,1.659%,5.00
2024-06-03,8711334,1221,3297,1.209%,103598.8,1718.8,1.659%,4.00
2024-06-02,8712183,1220,3297,1.199%,102756.3,1707.2,1.661%,2.00
2024-06-01,8711962,1220,3296,1.192%,102185.8,1666.3,1.631%,2.00
2024-05-31,8712169,1221,3296,1.191%,102110.3,1665.5,1.631%,1.00
2024-05-30,8712285,1221,3295,1.190%,102011.5,1664.3,1.631%,2.00
2024-05-29,8712512,1221,3295,1.242%,106509.2,1691.3,1.588%,2.00
2024-05-28,8713994,1221,3295,1.241%,106429.2,1690.3,1.588%,1.00
2024-05-27,8714219,1221,3293,1.240%,106343.3,1688.8,1.588%,1.00
2024-05-26,8715298,1221,3293,1.238%,106226.8,1687.4,1.588%,1.00
2024-05-25,8715344,1223,3293,1.235%,105987.8,1683.7,1.589%,1.00
2024-05-24,8715863,1222,3293,1.347%,115596.8,1791.3,1.550%,1.00
2024-05-23,8716585,1221,3293,1.346%,115527.8,1791.0,1.550%,1.00
2024-05-22,8717283,1221,3293,1.345%,115444.8,1789.4,1.550%,1.00
2024-05-21,8717954,1221,3293,1.344%,115378.8,1787.8,1.550%,1.00
2024-05-20,8718903,1220,3293,1.343%,115300.3,1784.8,1.548%,1.00
2024-05-19,8719753,1219,3293,1.341%,115188.5,1783.4,1.548%,1.00
2024-05-18,8719803,1219,3293,1.339%,114955.8,1778.3,1.547%,1.00
2024-05-17,8720741,1218,3292,1.554%,133191.3,2327.6,1.748%,1.00
2024-05-16,8722372,1216,3292,1.553%,133108.8,2325.8,1.747%,0.00
2024-05-15,8722756,1215,3292,1.552%,133031.8,2324.6,1.747%,0.00
2024-05-14,8723615,1215,3292,1.551%,132963.9,2323.5,1.747%,1.00
2024-05-13,8724620,1216,3292,1.550%,132887.8,2321.5,1.747%,1.00
